,year_built,sqft,baths,stories,beds,garage,type,is_foreclosure,city,tags,price
23,1905.0,3120.0,3.0,,5.0,,multi_family,,Albany,['rental_property'],205000
24,1855.0,2160.0,2.0,,3.0,,multi_family,,Albany,"['community_outdoor_space', 'hardwood_floors', 'laundry_room', 'updated_kitchen', 'private_backyard', 'fenced_yard']",330000
25,1950.0,1448.0,2.0,,2.0,2.0,single_family,,Albany,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'laundry_room', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'single_story', 'screen_porch', 'lake', 'medicalcare', 'shopping']",259000
26,1950.0,1102.0,1.0,,2.0,1.0,single_family,,Albany,"['central_air', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'garage_1_or_more', 'updated_kitchen', 'floor_plan', 'farm', 'ranch']",240300
27,1890.0,4124.0,5.0,,6.0,,single_family,,Loudonville,"['community_outdoor_space', 'community_security_features', 'den_or_office', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'swimming_pool', 'basement', 'wrap_around_porch', 'big_lot']",599000
28,1965.0,1000.0,2.0,,3.0,1.0,single_family,,Albany,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'garage_1_or_more', 'farm', 'ranch', 'lake', 'shopping']",271000
29,1950.0,1716.0,2.0,,4.0,,multi_family,,Albany,"['community_outdoor_space', 'laundry_room', 'basement']",168000
30,1930.0,1560.0,2.0,,4.0,1.0,single_family,,Albany,"['community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'garage_1_or_more', 'community_swimming_pool', 'large_porch', 'tennis_court', 'park', 'tennis']",220000
31,1905.0,2226.0,2.0,,5.0,2.0,multi_family,,Albany,"['community_outdoor_space', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'shopping']",347000
32,2000.0,2274.0,2.0,,2.0,2.0,single_family,,Loudonville,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'ensuite', 'farm', 'ranch', 'new_roof']",519000
33,1962.0,1750.0,4.0,,4.0,,single_family,,Albany,"['central_air', 'community_outdoor_space', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'rental_property', 'big_lot']",300000
34,1920.0,,2.0,,6.0,,multi_family,,Albany,"['laundry_room', 'basement', 'rental_property', 'investment_opportunity']",221000
35,2002.0,1061.0,1.0,,2.0,1.0,single_family,,Albany,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'forced_air', 'laundry_room', 'garage_1_or_more', 'fenced_yard', 'big_bathroom', 'solar_system', 'handicap_access', 'farm', 'ranch']",200000
36,1925.0,884.0,1.0,,2.0,,single_family,,Albany,"['community_outdoor_space', 'dining_room', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'fenced_yard', 'shopping']",152500
37,,1318.0,2.0,,3.0,,single_family,,Albany,"['dining_room', 'basement', 'two_or_more_stories', 'front_porch']",114580
38,1890.0,2400.0,2.0,,6.0,,multi_family,,Albany,"['hardwood_floors', 'basement']",185000
39,1890.0,1840.0,2.0,,3.0,2.0,single_family,,Albany,"['community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'laundry_room', 'washer_dryer', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'big_yard', 'park']",255900
40,1953.0,1177.0,1.0,,2.0,2.0,single_family,,Albany,"['central_air', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'big_yard']",260000
41,1976.0,2061.0,3.0,,4.0,1.0,single_family,,Albany,"['community_security_features', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'garage_1_or_more', 'new_roof', 'shopping']",375000
0,1927.0,1727.0,2.0,2.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'pets_allowed', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'beautiful_backyard', 'floor_plan', 'park', 'tennis']",1075000
1,1940.0,1291.0,1.0,1.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'corner_lot', 'dishwasher', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'shopping']",415000
2,1990.0,1044.0,2.0,1.0,2.0,2.0,single_family,,Antelope,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'fireplace', 'rv_or_boat_parking', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'vaulted_ceiling', 'farm', 'ranch', 'shopping']",313000
3,1965.0,1011.0,2.0,1.0,3.0,1.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'investment_opportunity', 'park', 'shopping']",357000
4,2021.0,1502.0,3.0,2.0,3.0,2.0,condos,,Sacramento,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'family_room', 'pets_allowed', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'solar_system', 'park', 'shopping']",430000
5,1942.0,1130.0,1.0,1.0,2.0,1.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'park', 'maintenance']",315000
6,1952.0,1018.0,1.0,1.0,3.0,1.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'fireplace', 'single_story', 'garage_1_or_more', 'big_yard', 'new_roof']",373000
7,1989.0,1284.0,2.0,1.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'master_bedroom', 'fruit_trees', 'community_center', 'park', 'shopping']",465000
8,1989.0,1232.0,2.0,1.0,3.0,2.0,single_family,,Antelope,"['community_security_features', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard']",472000
9,1979.0,1578.0,2.0,1.0,4.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'efficient']",500100
10,2023.0,3391.0,4.0,2.0,5.0,3.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'high_ceiling', 'solar_system', 'solar_panels', 'park']",903000
11,1968.0,1593.0,2.0,1.0,4.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'river_view', 'view', 'water_view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fruit_trees', 'smart_homes', 'park', 'trails', 'shopping']",530000
12,1948.0,1330.0,2.0,1.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'investment_opportunity', 'park', 'shopping']",785000
13,2019.0,2148.0,3.0,2.0,4.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'energy_efficient', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'ensuite']",610000
14,2002.0,2231.0,3.0,2.0,4.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",575000
15,1950.0,957.0,1.0,1.0,2.0,1.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'pets_allowed', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'investment_opportunity', 'shopping']",530000
16,2019.0,626.0,1.0,2.0,1.0,1.0,condos,,Sacramento,"['laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'gourmet_kitchen', 'open_floor_plan', 'floor_plan', 'big_lot', 'park', 'playground', 'trails', 'shopping']",343000
17,1979.0,1152.0,2.0,,2.0,,mobile,,Sacramento,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'pets_allowed', 'garage_1_or_more', 'basketball_court', 'master_bedroom', 'large_porch', 'tennis_court', 'tennis', 'basketball', 'groundscare']",117777
18,1952.0,1152.0,2.0,1.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'den_or_office', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'new_roof']",595000
19,1963.0,1455.0,2.0,1.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard']",375000
20,1985.0,1433.0,2.0,1.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'disability_features', 'dishwasher', 'family_room', 'fireplace', 'pets_allowed', 'recreation_facilities', 'rv_or_boat_parking', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'shopping']",468000
21,2016.0,1451.0,3.0,3.0,2.0,2.0,condos,,Sacramento,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'open_floor_plan', 'floor_plan', 'solar_system', 'farm', 'park', 'trails']",490000
22,1960.0,1092.0,2.0,1.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'open_floor_plan', 'floor_plan', 'farm', 'ranch', 'park', 'shopping']",395000
23,2023.0,1540.0,3.0,2.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'smart_homes', 'groundscare', 'shopping']",599900
24,1986.0,810.0,1.0,2.0,1.0,,condos,,Sacramento,"['carport', 'central_heat', 'community_outdoor_space', 'community_security_features', 'fireplace', 'pets_allowed', 'swimming_pool', 'two_or_more_stories', 'gated_community', 'security']",230000
25,1975.0,2347.0,4.0,1.0,5.0,3.0,multi_family,,Sacramento,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'investment_opportunity', 'shopping']",775000
26,1978.0,1378.0,2.0,1.0,4.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'city_view', 'community_security_features', 'corner_lot', 'dishwasher', 'family_room', 'fireplace', 'rv_or_boat_parking', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more']",355000
27,1976.0,755.0,1.0,1.0,1.0,,condos,,Sacramento,"['central_air', 'central_heat', 'community_clubhouse', 'community_gym', 'community_security_features', 'community_tennis_court', 'dishwasher', 'fireplace', 'lake_view', 'pets_allowed', 'recreation_facilities', 'spa_or_hot_tub', 'tennis_court', 'view', 'water_view', 'single_story', 'swimming_pool', 'gated_community', 'pond', 'clubhouse', 'tennis', 'security', 'shopping']",245000
28,1972.0,1139.0,2.0,1.0,4.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'cul_de_sac', 'disability_features', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'pets_allowed', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'shopping']",454000
29,1989.0,1209.0,2.0,1.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'dishwasher', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'master_bedroom', 'big_lot']",445000
30,1989.0,1235.0,2.0,1.0,3.0,2.0,single_family,,Antelope,"['central_air', 'central_heat', 'community_security_features', 'corner_lot', 'dishwasher', 'family_room', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'vaulted_ceiling', 'master_bedroom', 'ensuite', 'park', 'shopping']",412000
31,1950.0,1984.0,1.0,2.0,2.0,2.0,single_family,,Sacramento,"['carport', 'central_air', 'central_heat', 'community_security_features', 'disability_features', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'rv_or_boat_parking', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'rv_parking']",800000
32,1964.0,1764.0,2.0,1.0,4.0,2.0,multi_family,,Sacramento,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'rental_property', 'new_roof']",495000
33,1953.0,1516.0,2.0,1.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'corner_lot', 'fireplace', 'rv_or_boat_parking', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'trails']",562000
34,2002.0,4097.0,3.0,2.0,5.0,3.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_clubhouse', 'community_park', 'community_security_features', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'high_ceiling', 'floor_plan', 'theater_room', 'courtyard_entry', 'marina', 'groundscare']",900000
35,1978.0,1579.0,2.0,1.0,4.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'medicalcare']",505000
36,2004.0,1815.0,2.0,1.0,2.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_clubhouse', 'community_gym', 'community_security_features', 'community_tennis_court', 'den_or_office', 'disability_features', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'pets_allowed', 'recreation_facilities', 'senior_community', 'spa_or_hot_tub', 'tennis_court', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'swimming_pool', 'floor_plan', 'gated_community', 'security', 'medicalcare', 'shopping']",527000
37,1972.0,1072.0,1.0,1.0,2.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_clubhouse', 'community_gym', 'community_park', 'community_security_features', 'community_tennis_court', 'dishwasher', 'fireplace', 'hardwood_floors', 'pets_allowed', 'recreation_facilities', 'spa_or_hot_tub', 'tennis_court', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'jack_and_jill_bathroom', 'greenbelt', 'views']",527500
38,1950.0,1781.0,2.0,2.0,4.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'fireplace', 'hardwood_floors', 'rv_or_boat_parking', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_yard']",689000
39,1998.0,891.0,2.0,,3.0,,mobile,,Elk Grove,"['central_air', 'central_heat', 'community_clubhouse', 'community_security_features', 'recreation_facilities', 'swimming_pool', 'fenced_yard', 'rental_property']",122000
40,1985.0,1131.0,2.0,1.0,3.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'pets_allowed', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'shopping']",392000
41,1979.0,1519.0,2.0,1.0,4.0,2.0,single_family,,Sacramento,"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'park', 'shopping']",469000
0,1930.0,1149.0,1.0,1.0,3.0,,single_family,,Columbia,"['central_air', 'dishwasher', 'forced_air', 'laundry_room', 'single_story']",150000
1,,,0.0,,0.0,,single_family,,Columbia,,54167
2,1940.0,1070.0,1.0,,2.0,,single_family,,Columbia,"['carport', 'central_air', 'city_view', 'dishwasher', 'family_room', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'rental_property']",144000
3,2007.0,1504.0,3.0,2.0,3.0,,single_family,,Columbia,"['central_air', 'central_heat', 'dishwasher', 'fireplace', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories']",260000
4,1993.0,,2.0,1.0,2.0,,mobile,,Columbia,"['community_outdoor_space', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'single_story', 'rental_property', 'big_lot', 'investment_opportunity']",85000
5,1974.0,2370.0,3.0,,4.0,2.0,single_family,,Columbia,"['central_air', 'community_outdoor_space', 'corner_lot', 'dishwasher', 'fireplace', 'swimming_pool', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'rv_parking', 'big_lot']",295000
6,,,1.0,1.0,3.0,,single_family,,Columbia,"['community_outdoor_space', 'dishwasher', 'laundry_room', 'recreation_facilities', 'single_story', 'guest_house', 'outbuilding', 'big_lot', 'new_roof']",220000
7,1992.0,2244.0,,2.0,4.0,2.0,single_family,,Columbia,"['central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",331000
8,,,0.0,,0.0,,single_family,,Columbia,['corner_lot'],53591
9,1969.0,1053.0,1.0,1.0,3.0,,single_family,,Columbia,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'hardwood_floors', 'single_story']",86500
10,2021.0,1342.0,2.0,,2.0,1.0,single_family,,Elgin,"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'laundry_room', 'garage_1_or_more', 'open_floor_plan', 'floor_plan', 'efficient']",227500
11,1994.0,1612.0,2.0,2.0,4.0,2.0,single_family,,Columbia,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'fenced_yard', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'fruit_trees', 'shopping']",227000
12,2001.0,1670.0,2.0,,4.0,2.0,single_family,,Columbia,"['central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'laundry_room', 'view', 'garage_1_or_more', 'garage_2_or_more']",270000
13,,,0.0,,0.0,,single_family,,Columbia,,57054
14,2021.0,1748.0,3.0,,3.0,,single_family,,Elgin,"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'laundry_room', 'view', 'big_yard', 'master_bathroom', 'master_suite', 'farm']",305000
15,,,0.0,,0.0,,townhomes,,Columbia,,51860
16,1954.0,2150.0,3.0,2.0,4.0,2.0,single_family,,Columbia,"['central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'laundry_room', 'recreation_facilities', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more']",380000
17,2000.0,1066.0,2.0,1.0,3.0,,single_family,,Columbia,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'single_story', 'fenced_yard']",180000
18,2006.0,2233.0,2.0,1.0,3.0,,single_family,,Columbia,"['central_heat', 'dishwasher', 'laundry_room', 'single_story', 'garage_1_or_more']",345000
19,,,0.0,,0.0,,single_family,,Columbia,,53325
20,,,0.0,,0.0,,single_family,,Columbia,,58075
21,,,0.0,,0.0,,single_family,,Columbia,,64975
22,1959.0,2023.0,2.0,,3.0,,single_family,,Columbia,"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'medicalcare', 'shopping']",305000
23,2006.0,3098.0,3.0,,6.0,2.0,single_family,,Columbia,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'two_or_more_stories', 'open_floor_plan', 'floor_plan', 'front_porch', 'tennis_court', 'water_view', 'playground', 'tennis', 'views', 'lake']",335000
24,1999.0,2638.0,4.0,,4.0,2.0,single_family,,Columbia,"['central_air', 'community_outdoor_space', 'corner_lot', 'dishwasher', 'fireplace', 'hardwood_floors', 'garage_1_or_more', 'garage_2_or_more', 'single_story', 'cathedral_ceiling', 'floor_plan', 'big_lot', 'new_roof', 'lake']",450000
25,2020.0,1878.0,2.0,,3.0,2.0,single_family,,Elgin,"['central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'view', 'garage_1_or_more', 'garage_2_or_more', 'single_story', 'big_yard', 'vaulted_ceiling', 'farm', 'ranch']",263626
26,1991.0,1444.0,3.0,2.0,4.0,,single_family,,Columbia,"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'laundry_room', 'view', 'two_or_more_stories']",185000
27,1993.0,1369.0,3.0,,3.0,,single_family,,Columbia,"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'family_room', 'view', 'washer_dryer', 'modern_kitchen', 'open_kitchen', 'big_yard', 'fenced_yard', 'big_bathroom', 'jack_and_jill_bathroom', 'front_porch']",240000
28,1960.0,1050.0,2.0,,3.0,,single_family,,Columbia,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'single_story', 'private_bathroom', 'master_bedroom', 'front_porch']",255000
29,1930.0,556.0,1.0,,1.0,,condo_townhome_rowhome_coop,,Columbia,"['carport', 'central_air', 'city_view', 'dishwasher', 'hardwood_floors', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'high_ceiling', 'hoa', 'shopping']",165000
30,1961.0,1584.0,2.0,,3.0,,single_family,,Columbia,"['carport', 'central_air', 'city_view', 'dining_room', 'dishwasher', 'family_room', 'hardwood_floors', 'laundry_room', 'view']",265000
0,1945.0,1389.0,2.0,2.0,4.0,1.0,single_family,,Montgomery,"['city_view', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more']",88500
1,1969.0,2058.0,2.0,1.0,3.0,,single_family,,Montgomery,"['carport', 'central_air', 'central_heat', 'dishwasher', 'laundry_room', 'single_story']",145000
2,1955.0,1432.0,2.0,1.0,3.0,,single_family,,Montgomery,"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'recreation_facilities', 'single_story']",65000
3,1984.0,1804.0,2.0,1.0,3.0,,single_family,,Montgomery,"['city_view', 'single_story', 'big_yard', 'fenced_yard', 'ensuite', 'new_roof']",169000
4,1999.0,1476.0,2.0,1.0,3.0,,single_family,,Montgomery,"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'dishwasher', 'fireplace', 'laundry_room', 'single_story', 'furniture']",180000
5,2001.0,1888.0,2.0,1.0,4.0,,single_family,,Montgomery,"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'cul_de_sac', 'dishwasher', 'energy_efficient', 'fireplace', 'hardwood_floors', 'laundry_room', 'single_story', 'high_ceiling', 'floor_plan', 'rental_property', 'furniture', 'new_roof']",260000
6,1962.0,1722.0,2.0,1.0,3.0,,single_family,,Montgomery,"['single_story', 'fixer_upper']",60000
7,1965.0,1635.0,2.0,1.0,3.0,2.0,single_family,,Montgomery,"['central_air', 'central_heat', 'city_view', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'ensuite']",159000
8,1974.0,3339.0,3.0,2.0,3.0,,single_family,,Montgomery,"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'laundry_room', 'recreation_facilities', 'two_or_more_stories', 'high_ceiling', 'master_bedroom', 'big_lot', 'ensuite']",424900
9,,,0.0,,,,land,,Montgomery,"['horse_facilities', 'rental_property', 'big_lot', 'pond']",370000
10,1969.0,1576.0,2.0,1.0,3.0,,single_family,,Montgomery,"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'single_story', 'swimming_pool', 'corner_lot']",140000
11,1954.0,1736.0,1.0,1.0,3.0,,single_family,,Montgomery,"['carport', 'central_air', 'central_heat', 'city_view', 'community_security_features', 'dishwasher', 'fireplace', 'laundry_room', 'single_story', 'fenced_yard', 'shopping']",149900
12,1966.0,1434.0,1.0,1.0,2.0,,single_family,,Montgomery,"['city_view', 'hardwood_floors', 'single_story', 'fenced_yard', 'rental_property', 'fixer_upper']",45000
13,2006.0,2134.0,2.0,1.0,4.0,2.0,single_family,,Montgomery,"['central_heat', 'city_view', 'community_outdoor_space', 'community_security_features', 'energy_efficient', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'master_bedroom', 'floor_plan', 'ensuite']",310000
14,1986.0,1650.0,2.0,1.0,3.0,,single_family,,Montgomery,"['carport', 'central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'single_story', 'updated_kitchen', 'master_suite', 'shopping']",147000
15,1968.0,2264.0,2.0,1.0,5.0,2.0,single_family,,Montgomery,"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'dishwasher', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'swimming_pool', 'big_lot']",195000
16,1968.0,1752.0,2.0,1.0,3.0,2.0,single_family,,Montgomery,"['central_air', 'central_heat', 'city_view', 'single_story', 'garage_1_or_more', 'garage_2_or_more']",136000
17,1958.0,961.0,1.0,1.0,3.0,,single_family,,Montgomery,"['carport', 'city_view', 'dishwasher', 'single_story', 'rental_property', 'medicalcare', 'shopping']",31500
18,1975.0,1699.0,2.0,1.0,4.0,,single_family,,Montgomery,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'disability_features', 'dishwasher', 'energy_efficient', 'washer_dryer', 'single_story']",172500
19,1967.0,1892.0,2.0,1.0,4.0,,single_family,,Montgomery,"['carport', 'central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'dishwasher', 'fireplace', 'laundry_room', 'single_story', 'big_yard']",178000
20,1962.0,1833.0,2.0,1.0,3.0,2.0,single_family,,Montgomery,"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'new_roof', 'shopping']",150000
21,1945.0,3092.0,3.0,1.0,3.0,,single_family,,Montgomery,"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'fireplace', 'hardwood_floors', 'laundry_room', 'single_story', 'wooded_land', 'front_porch', 'large_porch', 'big_lot']",170000
22,1957.0,1380.0,1.0,1.0,3.0,,single_family,,Montgomery,"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'hardwood_floors', 'single_story', 'big_lot']",125000
